from,to,year,value
NOR,DNK,1992,1874.777
NOR,DNK,1993,1525.124
NOR,DNK,1994,1713.158
NOR,DNK,1995,2129.4624
NOR,DNK,1996,2212.4697
NOR,DNK,1997,2312.1033
NOR,DNK,1998,2153.9934
NOR,DNK,1999,1955.4189
NOR,DNK,2000,3163.1272
NOR,DNK,2001,2017.5139
NOR,DNK,2002,2266.0225
NOR,DNK,2003,2512.1008
NOR,DNK,2004,3017.6814
NOR,DNK,2005,4988.1758
NOR,DNK,2006,5535.4053
NOR,DNK,2007,6013.7183
NOR,DNK,2008,6960.0625
NOR,DNK,2009,5790.2422
NOR,DNK,2010,4574.374
NOR,DNK,2011,5564.0815
NOR,DNK,2012,5693.0254
NOR,DNK,2013,6430.7935
NOR,DNK,2014,6047.1758
NOR,ESP,1984,89.120003
NOR,ESP,1985,144.2
NOR,ESP,1986,111.53
NOR,ESP,1987,155.64
NOR,ESP,1988,232.32001
NOR,ESP,1989,372.41821
NOR,ESP,1990,361.18472
NOR,ESP,1991,410.98401
NOR,ESP,1992,474.38712
NOR,ESP,1993,366.34329
NOR,ESP,1994,466.42245
NOR,ESP,1995,661.04199
NOR,ESP,1996,874.28247
NOR,ESP,1997,733.30951
NOR,ESP,1998,696.36566
NOR,ESP,1999,516.62952
NOR,ESP,2000,653.67938
NOR,ESP,2001,667.75629
NOR,ESP,2002,647.60529
NOR,ESP,2003,1408.3813
NOR,ESP,2004,1851.8654
NOR,ESP,2005,2377
NOR,ESP,2006,2360.6448
NOR,ESP,2007,2356.9231
NOR,ESP,2008,2548.9939
NOR,ESP,2009,2207.375
NOR,ESP,2010,2141.6321
NOR,ESP,2011,2049.0361
NOR,ESP,2012,2093.4246
NOR,ESP,2013,2495.928
NOR,ESP,2014,2917.6592
NOR,FIN,1984,258.57001
NOR,FIN,1985,313.97
NOR,FIN,1986,335.5
NOR,FIN,1987,435.79999
NOR,FIN,1988,498.01001
NOR,FIN,1989,568.83087
NOR,FIN,1990,935.10907
NOR,FIN,1991,1005.2924
NOR,FIN,1992,853.98981
NOR,FIN,1993,857.81635
NOR,FIN,1994,1104.4884
NOR,FIN,1995,1084.9706
NOR,FIN,1996,1183.8802
NOR,FIN,1997,1131.9832
NOR,FIN,1998,1113.9187
NOR,FIN,1999,1105.0465
NOR,FIN,2000,1304.7408
NOR,FIN,2001,1017.0619
NOR,FIN,2002,1055.3347
NOR,FIN,2003,1103.9431
NOR,FIN,2004,1164.4753
NOR,FIN,2005,1184.0514
NOR,FIN,2006,1976.9788
NOR,FIN,2007,1560.1331
NOR,FIN,2008,2235.6526
NOR,FIN,2009,1241.1763
NOR,FIN,2010,1294.2925
NOR,FIN,2011,2414.5835
NOR,FIN,2012,2486.1743
NOR,FIN,2013,1340.349
NOR,FIN,2014,1919.132
NOR,FRA,1984,1246.3
NOR,FRA,1985,1674.3
NOR,FRA,1986,1386.1
NOR,FRA,1987,1795.6
NOR,FRA,1988,1971.3
NOR,FRA,1989,2691.395
NOR,FRA,1990,3004.9792
NOR,FRA,1991,3094.5911
NOR,FRA,1992,3083.0505
NOR,FRA,1993,2678.9612
NOR,FRA,1994,3107.551
NOR,FRA,1995,3792.814
NOR,FRA,1996,4593.7754
NOR,FRA,1997,4858.272
NOR,FRA,1998,3985.0059
NOR,FRA,1999,3565.4832
NOR,FRA,2000,6466.0781
NOR,FRA,2001,5838.3745
NOR,FRA,2002,5134.2192
NOR,FRA,2003,6106.6904
NOR,FRA,2004,7889.8838
NOR,FRA,2005,7170.8955
NOR,FRA,2006,7532.5635
NOR,FRA,2007,7450.8252
NOR,FRA,2008,11079.557
NOR,FRA,2009,5111.353
NOR,FRA,2010,4223.3408
NOR,FRA,2011,6619.5986
NOR,FRA,2012,4895.5093
NOR,FRA,2013,3765.46
NOR,FRA,2014,2599.5693
NOR,GBR,1984,5063.1001
NOR,GBR,1985,5486.2998
NOR,GBR,1986,4801.2998
NOR,GBR,1987,5395.2998
NOR,GBR,1988,5477.002
NOR,GBR,1989,5951.0327
NOR,GBR,1990,7166.0747
NOR,GBR,1991,7531.0337
NOR,GBR,1992,6726.2964
NOR,GBR,1993,6235.7622
NOR,GBR,1994,5681.5581
NOR,GBR,1995,6814.4468
NOR,GBR,1996,7770.7866
NOR,GBR,1997,8050.7583
NOR,GBR,1998,5999.7354
NOR,GBR,1999,6080.9961
NOR,GBR,2000,8862.1865
NOR,GBR,2001,8459.6572
NOR,GBR,2002,8331.957
NOR,GBR,2003,10773.475
NOR,GBR,2004,15827.833
NOR,GBR,2005,21919.066
NOR,GBR,2006,26868.111
NOR,GBR,2007,28931.52
NOR,GBR,2008,37983.984
NOR,GBR,2009,23213.66
NOR,GBR,2010,29503.406
NOR,GBR,2011,38011.098
NOR,GBR,2012,33074.727
NOR,GBR,2013,20856
NOR,GBR,2014,18777.434
NOR,GRC,1984,33.450001
NOR,GRC,1985,27.709999
NOR,GRC,1986,47.66
NOR,GRC,1987,56.369999
NOR,GRC,1988,53.228542
NOR,GRC,1989,65.528206
NOR,GRC,1990,86.434502
NOR,GRC,1991,91.646507
NOR,GRC,1992,57.641384
NOR,GRC,1993,80.082001
NOR,GRC,1994,60.063812
NOR,GRC,1995,57.564095
NOR,GRC,1996,63.299999
NOR,GRC,1997,64.560074
NOR,GRC,1998,90.273483
NOR,GRC,1999,61.854401
NOR,GRC,2000,105.51957
NOR,GRC,2001,103.5181
NOR,GRC,2002,76.488602
NOR,GRC,2003,114.1774
NOR,GRC,2004,107.2625
NOR,GRC,2005,158.2614
NOR,GRC,2006,140.02811
NOR,GRC,2007,197.0296
NOR,GRC,2008,201.21809
NOR,GRC,2009,205.4066
NOR,GRC,2010,262.20511
NOR,GRC,2011,298.7626
NOR,GRC,2012,335.3201
NOR,GRC,2013,190.46359
NOR,GRC,2014,160.8134
NOR,HKG,1990,46.73
NOR,HKG,1991,51.99
NOR,HKG,1992,51.68
NOR,HKG,1993,70.37
NOR,HKG,1994,72.36
NOR,HKG,1995,130.99
NOR,HKG,1996,116.67
NOR,HKG,1997,143.86
NOR,HKG,1998,110.43
NOR,HKG,1999,100.26
NOR,HKG,2000,130.67
NOR,HKG,2001,122.98
NOR,HKG,2002,114.05
NOR,HKG,2003,138.8
NOR,HKG,2004,178.47
NOR,HKG,2005,215.46
NOR,HKG,2006,247.51
NOR,HKG,2007,271.62
NOR,HKG,2008,219.44
NOR,HKG,2009,175.65
NOR,HKG,2010,222.5
NOR,HKG,2011,224.58
NOR,HKG,2012,203.07
NOR,HKG,2013,231
NOR,HKG,2014,251.55
NOR,HKG,2015,213.51
NOR,HKG,2016,210.95
NOR,HKG,2017,177.41
NOR,HKG,2018,181.89
NOR,HKG,2019,165.77
NOR,HUN,1984,13.06
NOR,HUN,1985,10.87
NOR,HUN,1986,15.26
NOR,HUN,1987,13.92
NOR,HUN,1988,14.3
NOR,HUN,1989,14.524844
NOR,HUN,1990,12.783624
NOR,HUN,1991,15.7
NOR,HUN,1992,19.9
NOR,HUN,1993,17.299999
NOR,HUN,1994,20.700001
NOR,HUN,1995,22.5
NOR,HUN,1996,23.277
NOR,HUN,1997,20.856001
NOR,HUN,1998,30.782
NOR,HUN,1999,44.221001
NOR,HUN,2000,45
NOR,HUN,2001,45.240002
NOR,HUN,2002,55.561001
NOR,HUN,2003,69.587997
NOR,HUN,2004,51.933998
NOR,HUN,2005,42.902401
NOR,HUN,2006,22.672501
NOR,HUN,2007,50.548901
NOR,HUN,2008,39.346001
NOR,HUN,2009,34.365299
NOR,HUN,2010,26.688101
NOR,HUN,2011,22.915701
NOR,HUN,2012,18.6262
NOR,HUN,2013,19.947201
NOR,HUN,2014,25.3946
NOR,IDN,1984,21.65
NOR,IDN,1985,16.1
NOR,IDN,1986,16.1
NOR,IDN,1987,22.299999
NOR,IDN,1988,28.4
NOR,IDN,1989,30.62962
NOR,IDN,1990,47.419437
NOR,IDN,1991,44.172432
NOR,IDN,1992,34.726311
NOR,IDN,1993,78.097527
NOR,IDN,1994,73.838997
NOR,IDN,1995,108.331
NOR,IDN,1996,107.309
NOR,IDN,1997,67.173965
NOR,IDN,1998,22.161243
NOR,IDN,1999,30.780569
NOR,IDN,2000,42.392914
NOR,IDN,2001,30.4935
NOR,IDN,2002,27.6917
NOR,IDN,2003,46.413742
NOR,IDN,2004,49.743259
NOR,IDN,2005,53.072777
NOR,IDN,2006,58.12851
NOR,IDN,2007,76.24424
NOR,IDN,2008,152.55974
NOR,IDN,2009,103.34656
NOR,IDN,2010,298.08176
NOR,IDN,2011,241.97107
NOR,IDN,2012,234.83707
NOR,IDN,2013,226.25957
NOR,IDN,2014,212.95518
NOR,IND,1984,37.368263
NOR,IND,1985,50.789288
NOR,IND,1986,35.659817
NOR,IND,1987,57.184738
NOR,IND,1988,61.610783
NOR,IND,1989,38.180218
NOR,IND,1990,33.249611
NOR,IND,1991,26.598
NOR,IND,1992,31.776594
NOR,IND,1993,31.850828
NOR,IND,1994,44.088425
NOR,IND,1995,44.209999
NOR,IND,1996,47.683666
NOR,IND,1997,86.175003
NOR,IND,1998,74.175003
NOR,IND,1999,48.825001
NOR,IND,2000,45.849998
NOR,IND,2001,45.667789
NOR,IND,2002,84.707443
NOR,IND,2003,251.50391
NOR,IND,2004,221.69112
NOR,IND,2005,275.77789
NOR,IND,2006,645.37177
NOR,IND,2007,1410.1503
NOR,IND,2008,1257.3381
NOR,IND,2009,963.56897
NOR,IND,2010,958.75562
NOR,IND,2011,835.78186
NOR,IND,2012,923.79761
NOR,IND,2013,655.86426
NOR,IND,2014,842.48444
NOR,IRL,1984,37.290001
NOR,IRL,1985,41.279999
NOR,IRL,1986,49.299999
NOR,IRL,1987,81.459999
NOR,IRL,1988,65.898186
NOR,IRL,1989,65.84269
NOR,IRL,1990,173.57707
NOR,IRL,1991,320.29593
NOR,IRL,1992,364.29962
NOR,IRL,1993,329.33228
NOR,IRL,1994,373.94571
NOR,IRL,1995,445.04486
NOR,IRL,1996,440.57248
NOR,IRL,1997,575.54218
NOR,IRL,1998,504.71582
NOR,IRL,1999,551.29968
NOR,IRL,2000,941.2074
NOR,IRL,2001,712.05652
NOR,IRL,2002,585.82391
NOR,IRL,2003,717.7406
NOR,IRL,2004,1007.2147
NOR,IRL,2005,1422.9994
NOR,IRL,2006,1761.458
NOR,IRL,2007,1717.3062
NOR,IRL,2008,1697.6458
NOR,IRL,2009,1016.8107
NOR,IRL,2010,1599.8256
NOR,IRL,2011,1487.7061
NOR,IRL,2012,991.65979
NOR,IRL,2013,1438.8608
NOR,IRL,2014,1241.5905
NOR,ITA,1984,246.89999
NOR,ITA,1985,242.5
NOR,ITA,1986,382.79999
NOR,ITA,1987,451.20001
NOR,ITA,1988,420.70001
NOR,ITA,1989,597.45197
NOR,ITA,1990,683.8902
NOR,ITA,1991,720.89655
NOR,ITA,1992,832.37189
NOR,ITA,1993,768.90729
NOR,ITA,1994,744.48041
NOR,ITA,1995,781.56366
NOR,ITA,1996,908.25482
NOR,ITA,1997,841.97992
NOR,ITA,1998,679.44397
NOR,ITA,1999,706.7995
NOR,ITA,2000,768.27582
NOR,ITA,2001,942.6015
NOR,ITA,2002,1929.5369
NOR,ITA,2003,2413.343
NOR,ITA,2004,2207.4922
NOR,ITA,2005,2589.5525
NOR,ITA,2006,3699.9688
NOR,ITA,2007,3511.0466
NOR,ITA,2008,4479.3032
NOR,ITA,2009,2936.1099
NOR,ITA,2010,714.61761
NOR,ITA,2011,1064.5143
NOR,ITA,2012,654.88812
NOR,ITA,2013,840.04327
NOR,ITA,2014,681.22931
NOR,JPN,1984,297.29999
NOR,JPN,1985,316.10001
NOR,JPN,1986,260
NOR,JPN,1987,315.89999
NOR,JPN,1988,504.60001
NOR,JPN,1989,555.84705
NOR,JPN,1990,624.36761
NOR,JPN,1991,818.01227
NOR,JPN,1992,712.54541
NOR,JPN,1993,804.56818
NOR,JPN,1994,863.539
NOR,JPN,1995,986.87299
NOR,JPN,1996,1004.3481
NOR,JPN,1997,1239.0481
NOR,JPN,1998,1034.3577
NOR,JPN,1999,1328.0713
NOR,JPN,2000,1183.233
NOR,JPN,2001,1037.4177
NOR,JPN,2002,1071.1
NOR,JPN,2003,1285.0167
NOR,JPN,2004,1224.2502
NOR,JPN,2005,1134.0667
NOR,JPN,2006,1223.3385
NOR,JPN,2007,1662.7932
NOR,JPN,2008,2075.9688
NOR,JPN,2009,1641.475
NOR,JPN,2010,1942.0056
NOR,JPN,2011,2344.2056
NOR,JPN,2012,2295.0022
NOR,JPN,2013,1967.0387
NOR,JPN,2014,2412.7683
NOR,KOR,1984,292.20001
NOR,KOR,1985,333.20001
NOR,KOR,1986,102.8
NOR,KOR,1987,92.400002
NOR,KOR,1988,99
NOR,KOR,1989,112.49191
NOR,KOR,1990,87.599998
NOR,KOR,1991,136.8
NOR,KOR,1992,157.2
NOR,KOR,1993,109.2
NOR,KOR,1994,135.60001
NOR,KOR,1995,200.39999
NOR,KOR,1996,244.8
NOR,KOR,1997,266.39999
NOR,KOR,1998,338.39999
NOR,KOR,1999,552
NOR,KOR,2000,421.82449
NOR,KOR,2001,401.7283
NOR,KOR,2002,609.77704
NOR,KOR,2003,537.98901
NOR,KOR,2004,560.31
NOR,KOR,2005,638.797
NOR,KOR,2006,856.75
NOR,KOR,2007,1535.687
NOR,KOR,2008,2202.4709
NOR,KOR,2009,2868.7041
NOR,KOR,2010,3673.1763
NOR,KOR,2011,2594.7803
NOR,KOR,2012,5094.3667
NOR,KOR,2013,3655.6843
NOR,KOR,2014,2841.3035
NOR,KWT,1984,4.1199999
NOR,KWT,1985,5.3598757
NOR,KWT,1986,4.3737898
NOR,KWT,1987,6.3948154
NOR,KWT,1988,4.4726496
NOR,KWT,1989,4.7961154
NOR,KWT,1990,5
NOR,KWT,1991,5.6500001
NOR,KWT,1992,6.3000002
NOR,KWT,1993,3.9687757
NOR,KWT,1994,4.5757284
NOR,KWT,1995,6.2934742
NOR,KWT,1996,5.026
NOR,KWT,1997,7.7683206
NOR,KWT,1998,6.2547917
NOR,KWT,1999,5.665844
NOR,KWT,2000,3.4918036
NOR,KWT,2001,6.0805273
NOR,KWT,2002,8.566391
NOR,KWT,2003,7.0873451
NOR,KWT,2004,7.406455
NOR,KWT,2005,27.619413
NOR,KWT,2006,20.886715
NOR,KWT,2007,14.154016
NOR,KWT,2008,12.98198
NOR,KWT,2009,22.410303
NOR,KWT,2010,15.591189
NOR,KWT,2011,20.505447
NOR,KWT,2012,16.390617
NOR,KWT,2013,12.275786
NOR,KWT,2014,15.766795
NOR,MEX,1984,32.599998
NOR,MEX,1985,20
NOR,MEX,1986,18.763494
NOR,MEX,1987,30.2269
NOR,MEX,1988,28.1457
NOR,MEX,1989,14.85
NOR,MEX,1990,35.7533
NOR,MEX,1991,30.6471
NOR,MEX,1992,34.214401
NOR,MEX,1993,36.508999
NOR,MEX,1994,43.991199
NOR,MEX,1995,27.1304
NOR,MEX,1996,29.716499
NOR,MEX,1997,61.484501
NOR,MEX,1998,64.064003
NOR,MEX,1999,61.307064
NOR,MEX,2000,107.78244
NOR,MEX,2001,156.75258
NOR,MEX,2002,102.50844
NOR,MEX,2003,105.59724
NOR,MEX,2004,161.58379
NOR,MEX,2005,237.36421
NOR,MEX,2006,286.00824
NOR,MEX,2007,287.98166
NOR,MEX,2008,301.47256
NOR,MEX,2009,173.19247
NOR,MEX,2010,277.78528
NOR,MEX,2011,156.91061
NOR,MEX,2012,182.67007
NOR,MEX,2013,216.85388
NOR,MEX,2014,169.88737
NOR,MYS,1984,35.34
NOR,MYS,1985,25.370001
NOR,MYS,1986,15.37
NOR,MYS,1987,21.190001
NOR,MYS,1988,30.5
NOR,MYS,1989,26.020144
NOR,MYS,1990,40.980083
NOR,MYS,1991,66.331604
NOR,MYS,1992,36.375114
NOR,MYS,1993,51.167114
NOR,MYS,1994,82.973793
NOR,MYS,1995,82.240891
NOR,MYS,1996,67.415985
NOR,MYS,1997,52.59108
NOR,MYS,1998,38.624424
NOR,MYS,1999,41.249786
NOR,MYS,2000,49.500263
NOR,MYS,2001,51.520187
NOR,MYS,2002,53.285984
NOR,MYS,2003,55.534588
NOR,MYS,2004,62.512585
NOR,MYS,2005,71.215424
NOR,MYS,2006,100.38213
NOR,MYS,2007,163.4272
NOR,MYS,2008,172.70969
NOR,MYS,2009,151.66951
NOR,MYS,2010,197.76501
NOR,MYS,2011,177.79614
NOR,MYS,2012,229.11188
NOR,MYS,2013,395.37497
NOR,MYS,2014,446.79706
NOR,NLD,1984,1223.2
NOR,NLD,1985,928.5
NOR,NLD,1986,1102.8
NOR,NLD,1987,1375.4
NOR,NLD,1988,1229.4
NOR,NLD,1989,1399.6075
NOR,NLD,1990,1764.1313
NOR,NLD,1991,1411.4077
NOR,NLD,1992,1654.9541
NOR,NLD,1993,1712.8367
NOR,NLD,1994,2366.7444
NOR,NLD,1995,3085.2969
NOR,NLD,1996,3863.1814
NOR,NLD,1997,3710.0044
NOR,NLD,1998,3039.6299
NOR,NLD,1999,2745.6289
NOR,NLD,2000,2570.4839
NOR,NLD,2001,2381.0957
NOR,NLD,2002,2563.6755
NOR,NLD,2003,5918.7739
NOR,NLD,2004,7659.8779
NOR,NLD,2005,7706.4233
NOR,NLD,2006,9097.3926
NOR,NLD,2007,11338.042
NOR,NLD,2008,18178.982
NOR,NLD,2009,13641.205
NOR,NLD,2010,15865.887
NOR,NLD,2011,18934.973
NOR,NLD,2012,20462.08
NOR,NLD,2013,21852.971
NOR,NLD,2014,23854.031
NOR,NZL,1984,12.15
NOR,NZL,1985,9.3900003
NOR,NZL,1986,9.4300003
NOR,NZL,1987,8.9200001
NOR,NZL,1988,14.06
NOR,NZL,1989,22.986561
NOR,NZL,1990,70.663078
NOR,NZL,1991,96.489189
NOR,NZL,1992,36.728001
NOR,NZL,1993,31.534077
NOR,NZL,1994,26.340153
NOR,NZL,1995,21.012777
NOR,NZL,1996,46.802788
NOR,NZL,1997,75.765701
NOR,NZL,1998,55.541142
NOR,NZL,1999,39.123657
NOR,NZL,2000,37.692905
NOR,NZL,2001,36.26215
NOR,NZL,2002,22.63109
NOR,NZL,2003,22.110001
NOR,NZL,2004,21.588911
NOR,NZL,2005,28.490883
NOR,NZL,2006,27.421671
NOR,NZL,2007,31.456932
NOR,NZL,2008,26.257019
NOR,NZL,2009,21.057106
NOR,NZL,2010,26.281187
NOR,NZL,2011,35.501534
NOR,NZL,2012,32.127266
NOR,NZL,2013,36.82085
NOR,NZL,2014,41.264309
NOR,PHL,1984,3.9575
NOR,PHL,1985,1.9450001
NOR,PHL,1986,3.6025
NOR,PHL,1987,5.2600002
NOR,PHL,1988,3.99
NOR,PHL,1989,3.5220001
NOR,PHL,1990,4.198184
NOR,PHL,1991,6.4450002
NOR,PHL,1992,3.233
NOR,PHL,1993,2.8540001
NOR,PHL,1994,6.4429998
NOR,PHL,1995,9.415
NOR,PHL,1996,11.97524
NOR,PHL,1997,14.53548
NOR,PHL,1998,7.5383329
NOR,PHL,1999,9.8357859
NOR,PHL,2000,10.581747
NOR,PHL,2001,13.858748
NOR,PHL,2002,5.7275748
NOR,PHL,2003,5.8805451
NOR,PHL,2004,8.0938759
NOR,PHL,2005,10.300576
NOR,PHL,2006,24.164742
NOR,PHL,2007,47.17514
NOR,PHL,2008,55.626781
NOR,PHL,2009,30.3874
NOR,PHL,2010,84.147255
NOR,PHL,2011,66.940887
NOR,PHL,2012,85.542534
NOR,PHL,2013,65.581795
NOR,PHL,2014,45.621056
NOR,POL,1984,23.74
NOR,POL,1985,25.484964
NOR,POL,1986,23.1033
NOR,POL,1987,47.986401
NOR,POL,1988,57.889999
NOR,POL,1989,85.040749
NOR,POL,1990,119.25123
NOR,POL,1991,274.8873
NOR,POL,1992,339.43469
NOR,POL,1993,355.76099
NOR,POL,1994,376.103
NOR,POL,1995,393.16101
NOR,POL,1996,374.01401
NOR,POL,1997,414.45499
NOR,POL,1998,394.50299
NOR,POL,1999,449.36349
NOR,POL,2000,404.91199
NOR,POL,2001,491.2756
NOR,POL,2002,672.5683
NOR,POL,2003,1203.8224
NOR,POL,2004,1268.2517
NOR,POL,2005,1364.7433
NOR,POL,2006,1313.9636
NOR,POL,2007,1325.3015
NOR,POL,2008,2267.425
NOR,POL,2009,1324.6469
NOR,POL,2010,1068.0801
NOR,POL,2011,1686.0425
NOR,POL,2012,1234.1476
NOR,POL,2013,1321.8608
NOR,POL,2014,1094.5616
NOR,PRT,1984,70.900002
NOR,PRT,1985,67.339996
NOR,PRT,1986,72.529999
NOR,PRT,1987,124.27
NOR,PRT,1988,179.78999
NOR,PRT,1989,169.05357
NOR,PRT,1990,259.33209
NOR,PRT,1991,305.64108
NOR,PRT,1992,431.28683
NOR,PRT,1993,332.45914
NOR,PRT,1994,428.56979
NOR,PRT,1995,406.02966
NOR,PRT,1996,275.87576
NOR,PRT,1997,263.25
NOR,PRT,1998,397.80197
NOR,PRT,1999,564.85931
NOR,PRT,2000,706.07898
NOR,PRT,2001,744.34332
NOR,PRT,2002,450.34091
NOR,PRT,2003,612.0318
NOR,PRT,2004,657.83118
NOR,PRT,2005,655.39941
NOR,PRT,2006,866.19562
NOR,PRT,2007,950.49902
NOR,PRT,2008,1033.0732
NOR,PRT,2009,821.67389
NOR,PRT,2010,701.33838
NOR,PRT,2011,586.29901
NOR,PRT,2012,188.12469
NOR,PRT,2013,152.2831
NOR,PRT,2014,75.972
NOR,SAU,1984,27.700001
NOR,SAU,1985,28.200001
NOR,SAU,1986,27.5
NOR,SAU,1987,24.6
NOR,SAU,1988,19.791721
NOR,SAU,1989,22.051535
NOR,SAU,1990,15.537784
NOR,SAU,1991,29.137783
NOR,SAU,1992,34.427502
NOR,SAU,1993,27.343658
NOR,SAU,1994,24.98024
NOR,SAU,1995,31.143124
NOR,SAU,1996,46.515621
NOR,SAU,1997,34.549
NOR,SAU,1998,37.789318
NOR,SAU,1999,52.157009
NOR,SAU,2000,52.033524
NOR,SAU,2001,62.751129
NOR,SAU,2002,36.129818
NOR,SAU,2003,50.432922
NOR,SAU,2004,53.146984
NOR,SAU,2005,85.307693
NOR,SAU,2006,117.46841
NOR,SAU,2007,134.37227
NOR,SAU,2008,204.95328
NOR,SAU,2009,123.25048
NOR,SAU,2010,103.41783
NOR,SAU,2011,105.73019
NOR,SAU,2012,94.295532
NOR,SAU,2013,145.31119
NOR,SAU,2014,150.23433
NOR,SGP,1984,101.06
NOR,SGP,1985,120.17
NOR,SGP,1986,197
NOR,SGP,1987,102.7
NOR,SGP,1988,75.440002
NOR,SGP,1989,86.971092
NOR,SGP,1990,232.87898
NOR,SGP,1991,164.72014
NOR,SGP,1992,165.46779
NOR,SGP,1993,138.66624
NOR,SGP,1994,175.479
NOR,SGP,1995,336.38452
NOR,SGP,1996,198.75911
NOR,SGP,1997,228.49768
NOR,SGP,1998,188.0504
NOR,SGP,1999,165.6181
NOR,SGP,2000,196.36623
NOR,SGP,2001,303.44385
NOR,SGP,2002,272.09464
NOR,SGP,2003,266.55582
NOR,SGP,2004,275.76541
NOR,SGP,2005,405.50735
NOR,SGP,2006,540.77246
NOR,SGP,2007,1009.2701
NOR,SGP,2008,1337.8015
NOR,SGP,2009,1493.7787
NOR,SGP,2010,1299.2112
NOR,SGP,2011,1016.7968
NOR,SGP,2012,1177.2512
NOR,SGP,2013,1471.8241
NOR,SGP,2014,1337.8188
NOR,SWE,1984,2032.9
NOR,SWE,1985,1712
NOR,SWE,1986,1805.1
NOR,SWE,1987,2332.8999
NOR,SWE,1988,2708.5
NOR,SWE,1989,3366.3486
NOR,SWE,1990,4079.4023
NOR,SWE,1991,3772.2864
NOR,SWE,1992,3404.6167
NOR,SWE,1993,2731.2544
NOR,SWE,1994,3144.9836
NOR,SWE,1995,4606.3877
NOR,SWE,1996,5193.5176
NOR,SWE,1997,5030.7183
NOR,SWE,1998,4881.8271
NOR,SWE,1999,4473.8364
NOR,SWE,2000,5964.7456
NOR,SWE,2001,5367.6812
NOR,SWE,2002,5349.5342
NOR,SWE,2003,6633.5195
NOR,SWE,2004,7636.936
NOR,SWE,2005,8731.6699
NOR,SWE,2006,10417.194
NOR,SWE,2007,12624.82
NOR,SWE,2008,14493.621
NOR,SWE,2009,10419.55
NOR,SWE,2010,12596.067
NOR,SWE,2011,13659.904
NOR,SWE,2012,13610.265
NOR,SWE,2013,13011.688
NOR,SWE,2014,12255.428
NOR,THA,1984,37.580002
NOR,THA,1985,41.849998
NOR,THA,1986,34.869999
NOR,THA,1987,52.049999
NOR,THA,1988,82.741081
NOR,THA,1989,71.555336
NOR,THA,1990,76.167465
NOR,THA,1991,95.158775
NOR,THA,1992,87.40731
NOR,THA,1993,113.76625
NOR,THA,1994,142.30061
NOR,THA,1995,229.01303
NOR,THA,1996,166.29564
NOR,THA,1997,184.7852
NOR,THA,1998,69.193794
NOR,THA,1999,64.402946
NOR,THA,2000,73.471779
NOR,THA,2001,100.29498
NOR,THA,2002,104.97868
NOR,THA,2003,101.4185
NOR,THA,2004,115.20737
NOR,THA,2005,107.8355
NOR,THA,2006,177.54486
NOR,THA,2007,263.02377
NOR,THA,2008,359.68256
NOR,THA,2009,327.29144
NOR,THA,2010,294.90036
NOR,THA,2011,357.33701
NOR,THA,2012,393.61728
NOR,THA,2013,427.43881
NOR,THA,2014,346.14227
NOR,ZAF,1984,83.940002
NOR,ZAF,1985,69.089996
NOR,ZAF,1986,45.209999
NOR,ZAF,1987,6.8899999
NOR,ZAF,1988,1.01
NOR,ZAF,1989,1.0761365
NOR,ZAF,1990,1.1422729
NOR,ZAF,1991,0.97803986
NOR,ZAF,1992,3.2665536
NOR,ZAF,1993,11.065805
NOR,ZAF,1994,22.486652
NOR,ZAF,1995,21.947569
NOR,ZAF,1996,27.161118
NOR,ZAF,1997,28.388042
NOR,ZAF,1998,29.390648
NOR,ZAF,1999,41.214779
NOR,ZAF,2000,34.056843
NOR,ZAF,2001,31.897627
NOR,ZAF,2002,35.218956
NOR,ZAF,2003,52.912376
NOR,ZAF,2004,58.918575
NOR,ZAF,2005,77.639473
NOR,ZAF,2006,97.127487
NOR,ZAF,2007,167.23866
NOR,ZAF,2008,212.67203
NOR,ZAF,2009,125.96182
NOR,ZAF,2010,129.48448
NOR,ZAF,2011,111.38319
NOR,ZAF,2012,116.41466
NOR,ZAF,2013,150.46609
NOR,ZAF,2014,116.77933
NZL,AUS,1984,963.41998
NZL,AUS,1985,1052.09
NZL,AUS,1986,1010.16
NZL,AUS,1987,1220.78
NZL,AUS,1988,1608.98
NZL,AUS,1989,1827.9492
NZL,AUS,1990,1886.8397
NZL,AUS,1991,1947.73
NZL,AUS,1992,2064.2969
NZL,AUS,1993,2274.6287
NZL,AUS,1994,2729.9082
NZL,AUS,1995,2939.9673
NZL,AUS,1996,3166.3418
NZL,AUS,1997,3024.2695
NZL,AUS,1998,2644.0356
NZL,AUS,1999,2909.3135
NZL,AUS,2000,2858.4304
NZL,AUS,2001,2697.072
NZL,AUS,2002,2926.0305
NZL,AUS,2003,3599.5435
NZL,AUS,2004,4208.5645
NZL,AUS,2005,4547.1689
NZL,AUS,2006,4634.3945
NZL,AUS,2007,5780.3257
NZL,AUS,2008,7116.9932
NZL,AUS,2009,5765.0884
NZL,AUS,2010,7298.354
NZL,AUS,2011,8619.0801
NZL,AUS,2012,8282.9941
NZL,AUS,2013,7826.061
NZL,AUS,2014,7793.6978
NZL,AUT,1984,16.200001
NZL,AUT,1985,14.5
NZL,AUT,1986,20.200001
NZL,AUT,1987,23.6
NZL,AUT,1988,23.318008
NZL,AUT,1989,19.70188
NZL,AUT,1990,29.126038
NZL,AUT,1991,26.674902
NZL,AUT,1992,52.997093
NZL,AUT,1993,29.387232
NZL,AUT,1994,32.71769
